id,source_wp_post_id,slug,title,artist_display,artist_slug,release_type,release_date,label_name,label_slug,artwork_url,tracklist,platform_links,content_html,excerpt_html,wp_status,editable_payload,immutable_payload,seo_payload,updated_at
a1976016-ba14-7455-ad64-7da890afeaed,null,all-hands-on-dec-8,JIBAMBEZ,"Exray Taniua, NDOVU KUU, Mejja",exray-taniua-ndovu-kuu-mejja,single,2024-07-19,Black Market Records,black-market-records,https://i.scdn.co/image/ab67616d0000b273e0419c000ddab9bd04b75247,"[{""isrc"":"""",""title"":""JIBAMBEZ"",""artwork_url"":""https://i.scdn.co/image/ab67616d0000b273e0419c000ddab9bd04b75247"",""disc_number"":1,""duration_ms"":237614,""preview_url"":"""",""track_number"":1}]","{""provider"":""spotify"",""source_url"":""https://open.spotify.com/artist/5VnDOE1MEaJ0VOgSypOi3u"",""provider_release_id"":""6irFHxFR1y763M6JEWLVbP""}","{""title"":""JIBAMBEZ"",""artist_name"":""Exray Taniua, NDOVU KUU, Mejja"",""release_type_guess"":""single"",""release_date"":""2024-07-19"",""track_count"":1,""runtime_ms"":237614,""preview_count"":0}","{""title"":""JIBAMBEZ"",""artist_name"":""Exray Taniua, NDOVU KUU, Mejja"",""release_type_guess"":""single"",""release_date"":""2024-07-19"",""track_count"":1,""runtime_ms"":237614,""preview_count"":0}",duplicate_suspected,"{""old_id"":8,""old_table"":""wp_wkcharts_release_shells"",""shell_uuid"":""e78cd2b1-1a35-469e-a5ed-1e07107f9ea1""}","{""id"":8,""status"":""duplicate_suspected"",""provider"":""spotify"",""label_raw"":""Black Market Records"",""pulled_at"":""{\""title\"":{\""source\"":\""spotify_provider\"",\""confidence\"":0.96},\""artist_name\"":{\""source\"":\""spotify_provider\"",\""confidence\"":0.96},\""release_date\"":{\""source\"":\""spotify_provider\"",\""confidence\"":0.94},\""tracks\"":{\""source\"":\""spotify_provider\"",\""confidence\"":0.95}}"",""title_raw"":""JIBAMBEZ"",""created_by"":null,""runtime_ms"":237614,""shell_uuid"":""e78cd2b1-1a35-469e-a5ed-1e07107f9ea1"",""source_url"":""https://open.spotify.com/artist/5VnDOE1MEaJ0VOgSypOi3u"",""storefront"":"""",""updated_at"":null,""artwork_url"":""https://i.scdn.co/image/ab67616d0000b273e0419c000ddab9bd04b75247"",""reviewed_at"":"""",""track_count"":1,""release_date"":""2024-07-19"",""review_notes"":""{\""title\"":\""JIBAMBEZ\"",\""artist_name\"":\""Exray Taniua, NDOVU KUU, Mejja\"",\""release_type_guess\"":\""single\"",\""release_date\"":\""2024-07-19\"",\""track_count\"":1,\""runtime_ms\"":237614,\""preview_count\"":0}"",""preview_count"":0,""artist_post_id"":0,""artist_name_raw"":""Exray Taniua, NDOVU KUU, Mejja"",""canonicalized_at"":""2026-04-07 09:50:08"",""raw_payload_json"":0.92,""release_date_raw"":""2024-07-19"",""title_normalized"":""jibambez"",""provider_artist_id"":""357CviwK0oy4lRIj26HVt6"",""release_type_guess"":""single"",""provider_release_id"":""6irFHxFR1y763M6JEWLVbP"",""field_provenance_json"":""{\""album_type\"":\""single\"",\""total_tracks\"":1,\""is_playable\"":true,\""external_urls\"":{\""spotify\"":\""https://open.spotify.com/album/6irFHxFR1y763M6JEWLVbP\""},\""href\"":\""https://api.spotify.com/v1/albums/6irFHxFR1y763M6JEWLVbP?market=KE\"",\""id\"":\""6irFHxFR1y763M6JEWLVbP\"",\""images\"":[{\""url\"":\""https://i.scdn.co/image/ab67616d0000b273e0419c000ddab9bd04b75247\"",\""height\"":640,\""width\"":640},{\""url\"":\""https://i.scdn.co/image/ab67616d00001e02e0419c000ddab9bd04b75247\"",\""height\"":300,\""width\"":300},{\""url\"":\""https://i.scdn.co/image/ab67616d00004851e0419c000ddab9bd04b75247\"",\""height\"":64,\""width\"":64}],\""name\"":\""JIBAMBEZ\"",\""release_date\"":\""2024-07-19\"",\""release_date_precision\"":\""day\"",\""type\"":\""album\"",\""uri\"":\""spotify:album:6irFHxFR1y763M6JEWLVbP\"",\""artists\"":[{\""external_urls\"":{\""spotify\"":\""https://open.spotify.com/artist/357CviwK0oy4lRIj26HVt6\""},\""href\"":\""https://api.spotify.com/v1/artists/357CviwK0oy4lRIj26HVt6\"",\""id\"":\""357CviwK0oy4lRIj26HVt6\"",\""name\"":\""Exray Taniua\"",\""type\"":\""artist\"",\""uri\"":\""spotify:artist:357CviwK0oy4lRIj26HVt6\""},{\""external_urls\"":{\""spotify\"":\""https://open.spotify.com/artist/6QwcM8l3VfDjl3SZD7QAGP\""},\""href\"":\""https://api.spotify.com/v1/artists/6QwcM8l3VfDjl3SZD7QAGP\"",\""id\"":\""6QwcM8l3VfDjl3SZD7QAGP\"",\""name\"":\""NDOVU KUU\"",\""type\"":\""artist\"",\""uri\"":\""spotify:artist:6QwcM8l3VfDjl3SZD7QAGP\""},{\""external_urls\"":{\""spotify\"":\""https://open.spotify.com/artist/5VnDOE1MEaJ0VOgSypOi3u\""},\""href\"":\""https://api.spotify.com/v1/artists/5VnDOE1MEaJ0VOgSypOi3u\"",\""id\"":\""5VnDOE1MEaJ0VOgSypOi3u\"",\""name\"":\""Mejja\"",\""type\"":\""artist\"",\""uri\"":\""spotify:artist:5VnDOE1MEaJ0VOgSypOi3u\""}],\""tracks\"":{\""href\"":\""https://api.spotify.com/v1/albums/6irFHxFR1y763M6JEWLVbP/tracks?offset=0&limit=50&market=KE\"",\""limit\"":50,\""next\"":null,\""offset\"":0,\""previous\"":null,\""total\"":1,\""items\"":[{\""artists\"":[{\""external_urls\"":{\""spotify\"":\""https://open.spotify.com/artist/357CviwK0oy4lRIj26HVt6\""},\""href\"":\""https://api.spotify.com/v1/artists/357CviwK0oy4lRIj26HVt6\"",\""id\"":\""357CviwK0oy4lRIj26HVt6\"",\""name\"":\""Exray Taniua\"",\""type\"":\""artist\"",\""uri\"":\""spotify:artist:357CviwK0oy4lRIj26HVt6\""},{\""external_urls\"":{\""spotify\"":\""https://open.spotify.com/artist/6QwcM8l3VfDjl3SZD7QAGP\""},\""href\"":\""https://api.spotify.com/v1/artists/6QwcM8l3VfDjl3SZD7QAGP\"",\""id\"":\""6QwcM8l3VfDjl3SZD7QAGP\"",\""name\"":\""NDOVU KUU\"",\""type\"":\""artist\"",\""uri\"":\""spotify:artist:6QwcM8l3VfDjl3SZD7QAGP\""},{\""external_urls\"":{\""spotify\"":\""https://open.spotify.com/artist/5VnDOE1MEaJ0VOgSypOi3u\""},\""href\"":\""https://api.spotify.com/v1/artists/5VnDOE1MEaJ0VOgSypOi3u\"",\""id\"":\""5VnDOE1MEaJ0VOgSypOi3u\"",\""name\"":\""Mejja\"",\""type\"":\""artist\"",\""uri\"":\""spotify:artist:5VnDOE1MEaJ0VOgSypOi3u\""}],\""disc_number\"":1,\""duration_ms\"":237614,\""explicit\"":false,\""external_urls\"":{\""spotify\"":\""https://open.spotify.com/track/3h0E0CYbU0vCN4pR6i5ntC\""},\""href\"":\""https://api.spotify.com/v1/tracks/3h0E0CYbU0vCN4pR6i5ntC\"",\""id\"":\""3h0E0CYbU0vCN4pR6i5ntC\"",\""is_playable\"":true,\""name\"":\""JIBAMBEZ\"",\""preview_url\"":null,\""track_number\"":1,\""type\"":\""track\"",\""uri\"":\""spotify:track:3h0E0CYbU0vCN4pR6i5ntC\"",\""is_local\"":false}]},\""copyrights\"":[{\""text\"":\""© 2024 Black Market Records\"",\""type\"":\""C\""},{\""text\"":\""℗ 2024 Black Market Records\"",\""type\"":\""P\""}],\""external_ids\"":{\""upc\"":\""198704029554\""},\""genres\"":[],\""label\"":\""Black Market Records\"",\""popularity\"":8}"",""selected_target_source"":""2026-04-07 09:50:08"",""normalized_payload_json"":0.8,""provisional_target_title"":null,""selected_target_release_id"":1,""duplicate_candidate_release_id"":632,""provisional_target_artist_name"":null,""provisional_target_release_date"":null,""provisional_target_release_type"":null}",{},null
