entity_type,entity_id,entity_slug,full_slug
release,1097,high-times,scar-mkadinali/high-times
release,1099,chonjo,wangechi/chonjo
release,11,wakwa-waku,addeh-prince/wakwa-waku
release,1100,potluck,fancy-fingers/potluck
release,1101,k-fancy-fingers-refix-feat-johnny-johnny-fathermoh-ndovu-kuu-harry-craze-lilmaina-single,fancy-fingers/k-fancy-fingers-refix-feat-johnny-johnny-fathermoh-ndovu-kuu-harry-craze-lilmaina-single
release,1102,sipangwingwi-feat-trio-mio-ssaru-single,exray-taniua/sipangwingwi-feat-trio-mio-ssaru-single
release,1103,your-body-single,paska/your-body-single
release,1104,luku-feat-kattapila-donn-j-steph-kapella-brit-the-ruler-ssaru-boutross-lamaz-span-k-o-b-single,khaligraph-jones/luku-feat-kattapila-donn-j-steph-kapella-brit-the-ruler-ssaru-boutross-lamaz-span-k-o-b-single
release,111,go-acoustic,matt-ngesa/go-acoustic
release,112,go,matt-ngesa/go
release,113,thinking-of-you,matt-ngesa/thinking-of-you
release,114,good-to-you,matt-ngesa/good-to-you
release,115,pretty-girl-whine,matt-ngesa/pretty-girl-whine
release,116,truth-love-confessions-tlc,matt-ngesa/truth-love-confessions-tlc
release,117,guitar,matt-ngesa/guitar
release,118,sunshine,matt-ngesa/sunshine
release,119,sorry,matt-ngesa/sorry
release,12,how-do-i-love-you,davy-waweru/how-do-i-love-you
release,120,why-dont-you-love-me,matt-ngesa/why-dont-you-love-me
release,121,yariasu-1,nyashinski/yariasu-1
release,122,lucky-you,nyashinski/lucky-you
release,123,to-whom-it-may-concern-ep-2024,nyashinski/to-whom-it-may-concern-ep-2024
release,124,the-book-of-jones-1st-chapter,khaligraph-jones/the-book-of-jones-1st-chapter
release,125,invisible-currency,khaligraph-jones/invisible-currency
release,126,testimony-1990,khaligraph-jones/testimony-1990
release,127,autograph,khaligraph-jones/autograph
release,128,the-takeover-mixtape-2009,khaligraph-jones/the-takeover-mixtape-2009
release,129,alusa-why-are-you-topless,bien/alusa-why-are-you-topless
release,13,labor-of-love,zaituni/labor-of-love
release,130,bald-men-love-better-ep-2021,bien/bald-men-love-better-ep-2021
release,131,salama-from-kito-soundtrack,maureen-kunga/salama-from-kito-soundtrack
release,132,nalia,maureen-kunga/nalia
release,133,majaliwa,maureen-kunga/majaliwa
release,134,black-boy-love,maureen-kunga/black-boy-love
release,135,black-boy-joy,maureen-kunga/black-boy-joy
release,136,in-the-meantime,maryolive/in-the-meantime
release,137,running-to-you,maryolive/running-to-you
release,138,still-the-one,maryolive/still-the-one
release,139,i-do,maryolive/i-do
release,14,rudia,ukweli/rudia
release,140,maryolive,maryolive/maryolive
release,141,with-you,maryolive/with-you
release,142,ask-me-anything,maryolive/ask-me-anything
release,143,i-remember,maryolive/i-remember
release,144,proud-to-be-live,maryolive/proud-to-be-live
release,145,waiting-for-you,maryolive/waiting-for-you
release,146,you-are,maryolive/you-are
release,147,free,maryolive/free
release,148,yuapi,euggy/yuapi
release,149,dhurman,euggy/dhurman
release,15,look-the-other-way,maya-amolo/look-the-other-way
release,150,chuki,euggy/chuki
release,151,sazile-remixes,euggy/sazile-remixes
release,152,weche-radio-edit,euggy/weche-radio-edit
release,153,seasons,euggy/seasons
release,154,hey-mama-remixes,euggy/hey-mama-remixes
release,155,sound-selections,euggy/sound-selections
release,156,conversations-ep,euggy/conversations-ep
release,157,sikasso,euggy/sikasso
release,158,sounds-of-sasaab,euggy/sounds-of-sasaab
release,159,salaam-remixes,euggy/salaam-remixes
release,16,freak-show,iyanah/freak-show
release,160,kaskazi,euggy/kaskazi
release,161,far,yah-listen/far
release,162,si-usare,yah-listen/si-usare
release,163,sambaratika,yah-listen/sambaratika
release,164,tides,yah-listen/tides
release,165,sawa,yah-listen/sawa
release,167,sunwavmania,yah-listen/sunwavmania
release,168,rejea,yah-listen/rejea
release,169,rasta-yah-original-version,yah-listen/rasta-yah-original-version
release,17,dont-call-me-live,colossal-music/dont-call-me-live
release,170,maswali,yah-listen/maswali
release,171,makosa,yah-listen/makosa
release,172,leap-of-faith,yah-listen/leap-of-faith
release,173,tujinice,yah-listen/tujinice
release,174,millions,yah-listen/millions
release,175,yahatari,yah-listen/yahatari
release,1751,potion-feat-xenia-manasseh-single,ukweli/potion-feat-xenia-manasseh-single
release,1752,why-you-rude-feat-hiribae-single,blocka-beats/why-you-rude-feat-hiribae-single
release,1753,nice-nice-single,blocka-beats/nice-nice-single
release,1754,i-found-it-single,suffocate-sa/i-found-it-single
release,1755,thao-moja-feat-dez-single,hiribae/thao-moja-feat-dez-single
release,1756,my-lover-feat-ayrosh-single,mura/my-lover-feat-ayrosh-single
release,1757,upepo-feat-dipa-konnection-single,mura/upepo-feat-dipa-konnection-single
release,176,the-graduation-a-remastered-project,yah-listen/the-graduation-a-remastered-project
release,177,yah,yah-listen/yah
release,178,masaa-ya-kazi,yah-listen/masaa-ya-kazi
release,179,amua,yah-listen/amua
release,18,pewa,cheruu/pewa
release,180,badda-dan-most,yah-listen/badda-dan-most
release,181,yariasu-2025,nyashinski/yariasu-2025
release,183,to-whom-it-may-concern-ep-2024-1,nyashinski/to-whom-it-may-concern-ep-2024-1
release,184,the-book-of-jones-1st-chapter-2025,khaligraph-jones/the-book-of-jones-1st-chapter-2025
release,186,testimony-1990-1,khaligraph-jones/testimony-1990-1
release,188,the-takeover-mixtape,khaligraph-jones/the-takeover-mixtape
release,19,beg-for-it,njerae/beg-for-it
release,191,victims-of-madness-2-0,wakadinali/victims-of-madness-2-0
release,192,ndani-ya-cockpit-2023,wakadinali/ndani-ya-cockpit-2023
release,193,ndani-ya-cockpit-2021,wakadinali/ndani-ya-cockpit-2021
release,194,victims-of-madness,wakadinali/victims-of-madness
release,195,ndani-ya-cockpit-2-2018,wakadinali/ndani-ya-cockpit-2-2018
release,197,colours-2022,bridget-blue/colours-2022
release,198,24-2024,bridget-blue/24-2024
release,199,kesho-2023,bridget-blue/kesho-2023
release,2,tamu,zaituni/tamu
release,20,four-letter-word,njerae/four-letter-word
release,200,grateful-2022,bridget-blue/grateful-2022
release,201,mash-up-ep,bridget-blue/mash-up-ep
release,202,mwihoko-utheri-wa-ngoro-2025,njoki-karu/mwihoko-utheri-wa-ngoro-2025
release,203,anchor-2021,njoki-karu/anchor-2021
release,204,tawasifu-ya-moyo-2020,njoki-karu/tawasifu-ya-moyo-2020
release,205,village-love-2024,bahati/village-love-2024
release,206,love-like-this-2021,bahati/love-like-this-2021
release,207,barua-za-bahati-2018,bahati/barua-za-bahati-2018
release,208,bestf-covers-parody-2022,bahati/bestf-covers-parody-2022
release,209,bahati-singles-2016,bahati/bahati-singles-2016
release,21,gone,njerae/gone
release,210,bubbling-under-2022,ciano-maimba/bubbling-under-2022
release,211,serve-chilled-2018,ciano-maimba/serve-chilled-2018
release,212,matriarch-2019,wanja-wohoro/matriarch-2019
release,213,dawa-2023,wanja-wohoro/dawa-2023
release,214,honey-2020,wanja-wohoro/honey-2020
release,215,dust-ep-2018,wanja-wohoro/dust-ep-2018
release,216,sorry-for-the-delay-2012,just-a-band/sorry-for-the-delay-2012
release,217,82-2009,just-a-band/82-2009
release,218,scratch-to-reveal-2008,just-a-band/scratch-to-reveal-2008
release,219,echo-dawn-2023,just-a-band/echo-dawn-2023
release,22,i-r-l,afamefuna/i-r-l
release,220,four-letter-word-deluxe-2025,njerae/four-letter-word-deluxe-2025
release,221,unintentional-2022,njerae/unintentional-2022
release,222,far-away-2025,njerae/far-away-2025
release,223,four-letter-word-2025,njerae/four-letter-word-2025
release,224,aki-sioni-2024,njerae/aki-sioni-2024
release,225,out-with-the-old-2024,njerae/out-with-the-old-2024
release,226,hakika-2025,savinnah/hakika-2025
release,227,pardon-me-2023,savinnah/pardon-me-2023
release,228,adventures-of-chris-kaiga-2022,chris-kaiga/adventures-of-chris-kaiga-2022
release,229,kengele-2021,chris-kaiga/kengele-2021
release,23,the-world,ochiko/the-world
release,230,kwa-ceiling-2021,chris-kaiga/kwa-ceiling-2021
release,231,likizo,yah-listen/likizo
release,232,kilengeta-original-mix-instrumental-mix-2025,big-nyagz/kilengeta-original-mix-instrumental-mix-2025
release,233,queen-of-the-east-2024,nadia-mukami/queen-of-the-east-2024
release,234,african-popstar-2020,nadia-mukami/african-popstar-2020
release,235,love-vibes-2023,nadia-mukami/love-vibes-2023
release,236,bundle-of-joy-2022,nadia-mukami/bundle-of-joy-2022
release,237,mejja-2021,mejja/mejja-2021
release,238,dusk-to-dawn-2025,serro/dusk-to-dawn-2025
release,239,kuwe-2020,serro/kuwe-2020
release,24,we-dont-need-money-to-be-rich,mutoriah/we-dont-need-money-to-be-rich
release,240,misimu-2022,serro/misimu-2022
release,241,nitunogete-we-are-tired-2025,tina-ardor/nitunogete-we-are-tired-2025
release,242,waiting-2025,tina-ardor/waiting-2025
release,243,kamweretho-2025,tina-ardor/kamweretho-2025
release,244,natafuta-2025,tina-ardor/natafuta-2025
release,245,create-2024,tina-ardor/create-2024
release,246,constant-pressure-ep-2023,tina-ardor/constant-pressure-ep-2023
release,247,ill-be-there-original-2023,tina-ardor/ill-be-there-original-2023
release,248,kamweretho-2023,tina-ardor/kamweretho-2023
release,249,kamweretho-2022,tina-ardor/kamweretho-2022
release,25,take-two-grey,joy-njokey/take-two-grey
release,250,thaai-ep-2021,tina-ardor/thaai-ep-2021
release,251,omwana-2021,tina-ardor/omwana-2021
release,252,omwana-2020,tina-ardor/omwana-2020
release,253,jahera-na-2020,tina-ardor/jahera-na-2020
release,254,pressure-2025,mau-from-nowhere/pressure-2025
release,255,soft-steps-2024,mau-from-nowhere/soft-steps-2024
release,256,the-universe-is-holding-you-2023,mau-from-nowhere/the-universe-is-holding-you-2023
release,257,pre-pack-2025,mau-from-nowhere/pre-pack-2025
release,258,mfn-2020,mau-from-nowhere/mfn-2020
release,259,phase-ii-interlude-2018,mau-from-nowhere/phase-ii-interlude-2018
release,26,special-a-colors-show,dexter-in-the-newsagent/special-a-colors-show
release,260,rem-me-2020,matt-ngesa/rem-me-2020
release,261,time-2023,h_art-the-band/time-2023
release,262,party-time-2022,h_art-the-band/party-time-2022
release,263,made-in-the-streets-2019,h_art-the-band/made-in-the-streets-2019
release,264,simple-man-2021,h_art-the-band/simple-man-2021
release,265,magic-in-the-air-2015,mayonde/magic-in-the-air-2015
release,266,start-again-2024,mayonde/start-again-2024
release,267,project-purple-2018,mayonde/project-purple-2018
release,268,no-overthinking-2024,savara/no-overthinking-2024
release,269,savage-level-2022,savara/savage-level-2022
release,27,june-10th,matt-ngesa/june-10th
release,270,story-za-jaba-2025,savara/story-za-jaba-2025
release,271,nothing-to-lie-2023,savara/nothing-to-lie-2023
release,272,rhymebook-ya-nutcase-2023,king-kaka/rhymebook-ya-nutcase-2023
release,273,2nd-life-2023,king-kaka/2nd-life-2023
release,274,asante-2022,king-kaka/asante-2022
release,275,diana-2022,king-kaka/diana-2022
release,276,happy-hour-2021,king-kaka/happy-hour-2021
release,277,its-the-king-2020,king-kaka/its-the-king-2020
release,278,the-servant-the-king-2020,king-kaka/the-servant-the-king-2020
release,279,before-the-success-success-begins-now-2020,king-kaka/before-the-success-success-begins-now-2020
release,28,afraid-pt-2-feat-xenia-manasseh,xavier-omar/afraid-pt-2-feat-xenia-manasseh
release,280,eastlando-royalty-2018,king-kaka/eastlando-royalty-2018
release,281,orutu-ya-masudi-2018,king-kaka/orutu-ya-masudi-2018
release,282,legend-of-kaka-2016,king-kaka/legend-of-kaka-2016
release,283,tales-of-kaka-sungura-2008,king-kaka/tales-of-kaka-sungura-2008
release,284,swahili-shake-spear-2022,king-kaka/swahili-shake-spear-2022
release,285,kamtupe-the-soundtrack-2022,king-kaka/kamtupe-the-soundtrack-2022
release,286,grace-2024,otile-brown/grace-2024
release,287,just-in-love-2020,otile-brown/just-in-love-2020
release,288,otile-brown-singles-2016,otile-brown/otile-brown-singles-2016
release,289,the-real-king-of-the-east-2025,otile-brown/the-real-king-of-the-east-2025
release,29,chill-kiasi,flier/chill-kiasi
release,290,love-vibes-2023,otile-brown/love-vibes-2023
release,291,uptown-flex-ep-2022,otile-brown/uptown-flex-ep-2022
release,292,sticky-venus-fly-paper-trap-2023,flier/sticky-venus-fly-paper-trap-2023
release,293,the-world-is-spinning-and-everyones-dizzy-2023,flier/the-world-is-spinning-and-everyones-dizzy-2023
release,294,your-loving-remixes-2022,sauti-sol/your-loving-remixes-2022
release,295,midnight-train-2020,sauti-sol/midnight-train-2020
release,296,afrikan-sauce-2019,sauti-sol/afrikan-sauce-2019
release,297,live-and-die-in-afrika-2015,sauti-sol/live-and-die-in-afrika-2015
release,298,sol-filosofia-2011,sauti-sol/sol-filosofia-2011
release,299,mwanzo-2009,sauti-sol/mwanzo-2009
release,3,dr-flow-will-see-you-now,kethan/dr-flow-will-see-you-now
release,30,navigate,brandy-maina/navigate
release,300,tujiangalie-ep-2023,sauti-sol/tujiangalie-ep-2023
release,301,sauti-sol-2012,sauti-sol/sauti-sol-2012
release,303,the-party-the-after-party,bensoul/the-party-the-after-party
release,304,the-lion-of-sudah,bensoul/the-lion-of-sudah
release,306,the-motions,charisma/the-motions
release,307,qwarantunes-2020,bensoul/qwarantunes-2020
release,309,with-love-charisma-2020,charisma/with-love-charisma-2020
release,31,punguza-kasi,itsbill/punguza-kasi
release,310,spiral-tape-2024,zowie-kengocha/spiral-tape-2024
release,311,you-never-learn-2023,zowie-kengocha/you-never-learn-2023
release,312,nightshot-2022,zowie-kengocha/nightshot-2022
release,313,wazi-wraps-2025,4mr-frank-white/wazi-wraps-2025
release,314,taigwa-goma-the-lost-files-2025,4mr-frank-white/taigwa-goma-the-lost-files-2025
release,315,taigwa-goma-2025,4mr-frank-white/taigwa-goma-2025
release,316,too-good-to-be-true-pregame-2024,4mr-frank-white/too-good-to-be-true-pregame-2024
release,317,mziza-kwa-dimanga-2024,4mr-frank-white/mziza-kwa-dimanga-2024
release,318,definition-real-one-2023,4mr-frank-white/definition-real-one-2023
release,319,44-affair-2026,4mr-frank-white/44-affair-2026
release,32,february,mainamind/february
release,320,mchezo-wa-jiji-2025,4mr-frank-white/mchezo-wa-jiji-2025
release,321,my-23rd-birthday-2025,4mr-frank-white/my-23rd-birthday-2025
release,322,diligent-flow-2025,4mr-frank-white/diligent-flow-2025
release,323,ma-lovers-rock-2024,4mr-frank-white/ma-lovers-rock-2024
release,324,afroswing-sundays-freestyles-2024,4mr-frank-white/afroswing-sundays-freestyles-2024
release,325,day-ones-2024,4mr-frank-white/day-ones-2024
release,326,road-mans-feelings-2023,4mr-frank-white/road-mans-feelings-2023
release,327,alicia-keys-remix-feat-lil-maina-2023,4mr-frank-white/alicia-keys-remix-feat-lil-maina-2023
release,328,flavour-2023,maandy/flavour-2023
release,329,frisky-2021,maandy/frisky-2021
release,33,stay-with-me,malosh/stay-with-me
release,330,kabaya-2019,maandy/kabaya-2019
release,331,baddies-need-love-2025,maandy/baddies-need-love-2025
release,332,healing-2025,okello-max/healing-2025
release,333,boss-2022,okello-max/boss-2022
release,334,cuffed-in-love-2024,okello-max/cuffed-in-love-2024
release,335,christmas-kolor-2021,okello-max/christmas-kolor-2021
release,336,en-route-2024,watendawili/en-route-2024
release,337,double-treble-2023,watendawili/double-treble-2023
release,339,yote-yote-2014,winyo/yote-yote-2014
release,34,mwihoko-utheri-wa-ngoro,njoki-karu/mwihoko-utheri-wa-ngoro
release,340,benga-blues-2012,winyo/benga-blues-2012
release,341,heaven-2024,winyo/heaven-2024
release,342,sazile-remixes-2023,winyo/sazile-remixes-2023
release,343,suna-da-africa-deep-remixes-2022,winyo/suna-da-africa-deep-remixes-2022
release,344,sazile-2020,winyo/sazile-2020
release,345,abiro-da-capo-remix-pack-2018,winyo/abiro-da-capo-remix-pack-2018
release,346,we-cut-keys-2-2024,blinky-bill/we-cut-keys-2-2024
release,347,everyones-just-winging-it-and-other-fly-tales-2018,blinky-bill/everyones-just-winging-it-and-other-fly-tales-2018
release,348,its-alright-2025,blinky-bill/its-alright-2025
release,349,you-got-me-blinky-bill-remix-2018,blinky-bill/you-got-me-blinky-bill-remix-2018
release,35,mbuzi,bridget-blue/mbuzi
release,350,we-cut-keys-while-you-wait-2017,blinky-bill/we-cut-keys-while-you-wait-2017
release,352,fweny-revelations-2022,coster-ojwang/fweny-revelations-2022
release,353,tales-of-the-fisherman-2021,coster-ojwang/tales-of-the-fisherman-2021
release,354,mbak-ndalo-2025,coster-ojwang/mbak-ndalo-2025
release,356,men-can-lie-acapella-instrumental-2023,vic-west/men-can-lie-acapella-instrumental-2023
release,358,i-wish-i-was-honest-2025,caleb-awiti/i-wish-i-was-honest-2025
release,359,love-letters-iii-2025,caleb-awiti/love-letters-iii-2025
release,36,karibia-kidogo,muthoka/karibia-kidogo
release,360,mombasas-lover-boy-2024,caleb-awiti/mombasas-lover-boy-2024
release,361,love-letters-ii-2022,caleb-awiti/love-letters-ii-2022
release,362,made-for-love-2021,caleb-awiti/made-for-love-2021
release,363,ex-tape-2020,caleb-awiti/ex-tape-2020
release,364,things-i-shouldve-said-2024,caleb-awiti/things-i-shouldve-said-2024
release,365,feeling-lonely-slowed-down-2024,caleb-awiti/feeling-lonely-slowed-down-2024
release,366,mutoriah-the-orchestra-2024-2025,mutoriah/mutoriah-the-orchestra-2024-2025
release,367,happiness-2022,mutoriah/happiness-2022
release,368,dive-in-2019,mutoriah/dive-in-2019
release,369,tipati-2025,mutoriah/tipati-2025
release,37,ukitulia,venna/ukitulia
release,370,nakuombea-2025,mutoriah/nakuombea-2025
release,371,presha-acoustic-2023,mutoriah/presha-acoustic-2023
release,372,presha-2023,mutoriah/presha-2023
release,373,high-times-2023,scar-mkadinali/high-times-2023
release,376,hoes-and-girls-2024,scar-mkadinali/hoes-and-girls-2024
release,377,lion-2015,wyre/lion-2015
release,378,10-years-wiser-2009,wyre/10-years-wiser-2009
release,379,definition-of-a-lovechild-2006,wyre/definition-of-a-lovechild-2006
release,38,safari-journey-of-1000-songs,mordecai-dex/safari-journey-of-1000-songs
release,380,untitled-2025,wyre/untitled-2025
release,381,the-romance-riddim-extended-2013,wyre/the-romance-riddim-extended-2013
release,382,mtindo-2024,boutross/mtindo-2024
release,383,mawingu-2022,boutross/mawingu-2022
release,384,kabla-mtindo-2022,boutross/kabla-mtindo-2022
release,385,6ixviewsii8k-deluxe-2020,boutross/6ixviewsii8k-deluxe-2020
release,386,6ixviewsii8k-2020,boutross/6ixviewsii8k-2020
release,387,vaite-2025,boutross/vaite-2025
release,388,save-man-2024,boutross/save-man-2024
release,389,turn-a-hobby-to-a-job-2018,boutross/turn-a-hobby-to-a-job-2018
release,39,place-time,maali/place-time
release,390,billy-jean-2018,boutross/billy-jean-2018
release,391,emotional-gangster-2023,wangechi/emotional-gangster-2023
release,393,dont-consume-if-seal-is-broken-2017,wangechi/dont-consume-if-seal-is-broken-2017
release,394,what-the-funk-2017,wangechi/what-the-funk-2017
release,395,wangechi-2015,wangechi/wangechi-2015
release,396,situationships-2024,teslah/situationships-2024
release,397,whine-fi-me-2025,teslah/whine-fi-me-2025
release,398,1-nyt-stand-acapella-instrumental-2024,teslah/1-nyt-stand-acapella-instrumental-2024
release,4,subira,cheruu/subira
release,40,i-miss-you,jadi/i-miss-you
release,400,sensual-2022,teslah/sensual-2022
release,401,turn-me-on-remix-2021,teslah/turn-me-on-remix-2021
release,402,now-you-know-2021,teslah/now-you-know-2021
release,403,58-flava-2025,buruklyn-boyz/58-flava-2025
release,404,bboy-settingz-2023,buruklyn-boyz/bboy-settingz-2023
release,405,east-mpaka-london-2022,buruklyn-boyz/east-mpaka-london-2022
release,406,exponential-potential-2024,juliani/exponential-potential-2024
release,407,masterpiece-2023,juliani/masterpiece-2023
release,408,pulpit-kwa-street-2011,juliani/pulpit-kwa-street-2011
release,409,mtaa-mentality-2008,juliani/mtaa-mentality-2008
release,41,sweetest-time,maya-amolo/sweetest-time
release,410,heavy-is-the-crown-2022,chimano/heavy-is-the-crown-2022
release,411,nimefika-2001,e-sir/nimefika-2001
release,412,nitt-now-is-the-time-2009,kleptomaniax/nitt-now-is-the-time-2009
release,413,m4e-maniax-4-ever-2005,kleptomaniax/m4e-maniax-4-ever-2005
release,414,omera-trevor-warrens-further-adventures-with-2022,ayub-ogada/omera-trevor-warrens-further-adventures-with-2022
release,415,kodhi-2015,ayub-ogada/kodhi-2015
release,416,en-mana-kuoyo-1993,ayub-ogada/en-mana-kuoyo-1993
release,417,shamba-la-mawe-2024,maovete/shamba-la-mawe-2024
release,418,kiswahealing-ii-2023,maovete/kiswahealing-ii-2023
release,42,guidance,maya-amolo/guidance
release,420,the-art-of-gengetone-2025,joefes/the-art-of-gengetone-2025
release,421,toxic-2023,joefes/toxic-2023
release,422,n-m-n-m-2022,joefes/n-m-n-m-2022
release,423,his-addiction-2021,joefes/his-addiction-2021
release,424,mbuzi-2019,joefes/mbuzi-2019
release,425,stolen-merchandise-2018,joefes/stolen-merchandise-2018
release,426,the-millennium-chapter-feat-hardstone-one-ii-moja-na-nnoma-blak-imani,kalamashaka/the-millennium-chapter-feat-hardstone-one-ii-moja-na-nnoma-blak-imani
release,427,there-is-a-fire-2023,karura-voices/there-is-a-fire-2023
release,428,momentum-2022,karura-voices/momentum-2022
release,429,wimbo-wa-sifa-2022,karura-voices/wimbo-wa-sifa-2022
release,43,baddies-need-love,maandy/baddies-need-love
release,430,twenty-years-2017,june-gachui/twenty-years-2017
release,431,vibes-vokals-2025,wanavokali/vibes-vokals-2025
release,432,wanavokali-the-album-2021,wanavokali/wanavokali-the-album-2021
release,433,beyond-gifted-2024,willy-paul/beyond-gifted-2024
release,434,the-african-experience-2021,willy-paul/the-african-experience-2021
release,435,kitanzi-you-never-know-2014,willy-paul/kitanzi-you-never-know-2014
release,436,songs-of-solomon-2020,willy-paul/songs-of-solomon-2020
release,437,uptown-chokoraa-2023,kahush/uptown-chokoraa-2023
release,438,if-we-do-not-give-up-2021,kahush/if-we-do-not-give-up-2021
release,439,wanted-in-nairobi-2020,kahush/wanted-in-nairobi-2020
release,44,pumua,bridget-blue/pumua
release,440,niko-2020,kahush/niko-2020
release,441,colours-of-love-2019,elani/colours-of-love-2019
release,442,elani-instrumentals-2019,elani/elani-instrumentals-2019
release,443,barua-ya-dunia-2013,elani/barua-ya-dunia-2013
release,444,birthmark-2021,krg-the-don/birthmark-2021
release,445,e-syd-luv-2025,mastar-vk/e-syd-luv-2025
release,446,walking-with-elephants-2024,unspoken-salaton/walking-with-elephants-2024
release,447,the-audacity-2022,unspoken-salaton/the-audacity-2022
release,448,eye-came-2022,unspoken-salaton/eye-came-2022
release,45,keki,willy-paul/keki
release,450,love-language-1,fancy-fingers/love-language-1
release,451,potluck-2022,fancy-fingers/potluck-2022
release,452,father-studies,fancy-fingers/father-studies
release,453,we-will-never-forget-2024,fancy-fingers/we-will-never-forget-2024
release,454,skukuu-christmas-marwa-2023,fancy-fingers/skukuu-christmas-marwa-2023
release,455,love-art-lust-electric-deluxe-mike-muema-remix-2024,fena-gitu/love-art-lust-electric-deluxe-mike-muema-remix-2024
release,456,love-art-lust-2023,fena-gitu/love-art-lust-2023
release,457,unleashed-2019,fena-gitu/unleashed-2019
release,458,fenamenon-2014,fena-gitu/fenamenon-2014
release,459,fenergy-2025,fena-gitu/fenergy-2025
release,46,hujawahi-nipenda,nviiri-the-storyteller/hujawahi-nipenda
release,460,the-gitu-girls-christmas-special-2021,fena-gitu/the-gitu-girls-christmas-special-2021
release,461,black-gold-ep-2021,fena-gitu/black-gold-ep-2021
release,462,dem-kutoka-mwiki,femi-one/dem-kutoka-mwiki
release,463,greatness,femi-one/greatness
release,464,xxv-2019,femi-one/xxv-2019
release,465,l-a-b-lost-files-2024,katapilla/l-a-b-lost-files-2024
release,466,infamous-gangsta-2023,katapilla/infamous-gangsta-2023
release,467,nairobi-in-love-2025,v-be/nairobi-in-love-2025
release,468,passionate-pages-2024,v-be/passionate-pages-2024
release,469,is-kionjo-2022,v-be/is-kionjo-2022
release,47,mwana-wa-mubi,nviiri-the-storyteller/mwana-wa-mubi
release,470,three-strokes-2024,v-be/three-strokes-2024
release,471,an-acoustic-christmas-2023,v-be/an-acoustic-christmas-2023
release,472,so-christmas-of-us-2022,v-be/so-christmas-of-us-2022
release,473,jeshi-ya-katululu-2023,sewersydaa/jeshi-ya-katululu-2023
release,474,almost-there-2025,genes1s/almost-there-2025
release,475,neighborhood-heroes-2024,genes1s/neighborhood-heroes-2024
release,476,moments-2023,genes1s/moments-2023
release,477,journey-2022,genes1s/journey-2022
release,478,fine-by-me-2025,genes1s/fine-by-me-2025
release,479,controlla-2024,genes1s/controlla-2024
release,48,unintentional,njerae/unintentional
release,480,journey-of-1000-songs-2024,mordecai-dex/journey-of-1000-songs-2024
release,481,safari-journey-of-1000-songs-2025,mordecai-dex/safari-journey-of-1000-songs-2025
release,482,utu-uzima-2023,jua-cali/utu-uzima-2023
release,483,juacalisekta-2007,jua-cali/juacalisekta-2007
release,484,mali-ya-umma-2019,jua-cali/mali-ya-umma-2019
release,485,mdogolo-2025,breeder-lw/mdogolo-2025
release,486,midas-touch-2023,breeder-lw/midas-touch-2023
release,487,vibes-ting-2022,breeder-lw/vibes-ting-2022
release,488,bazenga-mentality-2021,breeder-lw/bazenga-mentality-2021
release,489,kabla-kuosa-2018,breeder-lw/kabla-kuosa-2018
release,49,niko-hapa,mbithi/niko-hapa
release,490,kaunenge-2021,kitu-sewer/kaunenge-2021
release,491,mkanda-mweusi-2022,kaa-la-moto/mkanda-mweusi-2022
release,492,leso-ya-mekatilili-2022,kaa-la-moto/leso-ya-mekatilili-2022
release,493,kesi-2019,kaa-la-moto/kesi-2019
release,494,the-sweetest-time-2025,maya-amolo/the-sweetest-time-2025
release,495,asali-sweeter-2023,maya-amolo/asali-sweeter-2023
release,496,asali-2022,maya-amolo/asali-2022
release,497,leave-me-at-the-pregame-2020,maya-amolo/leave-me-at-the-pregame-2020
release,498,take-it-remixes-2024,maya-amolo/take-it-remixes-2024
release,499,what-a-feeling-2024,maya-amolo/what-a-feeling-2024
release,5,mapenzi,bridget-blue/mapenzi
release,50,nyumbani,njerae/nyumbani
release,500,love-hate-pt-2-2024,xenia-manasseh/love-hate-pt-2-2024
release,501,love-hate-pt-1-2023,xenia-manasseh/love-hate-pt-1-2023
release,503,blessings-feat-xenia-manasseh-2024,xenia-manasseh/blessings-feat-xenia-manasseh-2024
release,504,i-lay-feat-xenia-manasseh-2023,xenia-manasseh/i-lay-feat-xenia-manasseh-2023
release,506,fallin-apart-2019,xenia-manasseh/fallin-apart-2019
release,507,this-is-me-2023,masauti/this-is-me-2023
release,508,masauti-2020,masauti/masauti-2020
release,509,001-2020,masauti/001-2020
release,51,love-hate-pt-2,xenia-manasseh/love-hate-pt-2
release,510,movement-vol-1-2021,exray-taniua/movement-vol-1-2021
release,511,monika-2023,exray-taniua/monika-2023
release,512,wameyo-ep,elsy-wameyo/wameyo-ep
release,513,na-sijanona-acapella-2022,exray-taniua/na-sijanona-acapella-2022
release,515,nyumbani-2024,dj-mura/nyumbani-2024
release,517,murastar-vol-2-2023,dj-mura/murastar-vol-2-2023
release,518,murastar-vol-1-2022,dj-mura/murastar-vol-1-2022
release,519,saint-sinner,elsy-wameyo/saint-sinner
release,52,back-to-basics,muringi/back-to-basics
release,520,ghetto-girl-2026,dyana-cods/ghetto-girl-2026
release,521,rong-manners-2024,dyana-cods/rong-manners-2024
release,522,river-lake-nilote-2023,dyana-cods/river-lake-nilote-2023
release,523,roteen,toxic-lyrikali/roteen
release,524,saint-sinner-2024,elsy-wameyo/saint-sinner-2024
release,525,wameyo-2025,elsy-wameyo/wameyo-2025
release,526,northside-kid-2025,elsy-wameyo/northside-kid-2025
